instrument_key,exchange_token,Symbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE720A01015,4594,KOTHARIPET,KOTHARI PETROCHEM LTD,171.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE366A01041,11667,DWARKESH,DWARIKESH SUGAR IND LTD,46.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE577A01027,2307,MUNJALSHOW,MUNJAL SHOWA LTD,149.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE966H01019,14003,ZEEMEDIA,ZEE MEDIA CORPORATION LTD,13.91,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE147P01019,31507,JPOLYINVST,JIND POL INV & FIN CO LTD,810.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE031A01017,20825,HUDCO,HSG & URBAN DEV CORPN LTD,225.22,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE949P01018,6600,GENUSPAPER,GENUS P&B LIMITED,18.88,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE878K01010,21113,BFINVEST,BF INVESTMENT LIMITED,486.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE933A01014,2028,LYKALABS,LYKA LABS LTD,112.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE503B01021,21339,STEELXIND,STEEL EXCHANGE INDIA LTD,10.44,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE027A01015,2866,RCF,RASHTRIYA CHEMICALS & FER,154.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BYP01024,756802,OSWALPUMPS,OSWAL PUMPS LIMITED,769.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE484C01030,14019,VEEDOL,VEEDOL CORPORATION LTD,1673.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE785M01021,29124,PCJEWELLER,PC JEWELLER LTD,15.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE242A01010,1624,IOC,INDIAN OIL CORP LTD,152.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LRU01027,13868,AARTIPHARM,AARTI PHARMALABS LIMITED,946.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0M4D01010,29077,SGLTL,STANDARD GLASS LIN TECH L,179.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0DK501011,11571,PPLPHARMA,PIRAMAL PHARMA LIMITED,205.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0EK901012,1581,TARC,TARC LIMITED,195.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE452L01012,17511,INCREDIBLE,INCREDIBLE INDUSTRIES LTD,40.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE838B01013,3834,BHARATRAS,BHARAT RASAYAN LTD,10938,,,1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BV301023,7227,MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,1816.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE845D01014,6944,GANECOS,GANESHA ECOSPHERE LIMITED,1474.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE829A01014,7903,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD.,46.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0FRK01020,20788,MOTISONS,MOTISONS JEWELLERS LTD,22.55,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE131A01031,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,457.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE498E01010,17351,SALONA,SALONA COTSPIN LTD.,255.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE692A01016,10753,UNIONBANK,UNION BANK OF INDIA,143.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF740KA1CL0,7451,NIFTY50ADD,DSPAMC - DSPN50ETF,262.67,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE586B01026,9354,TAJGVK,TAJ GVK HOTELS & RESORTS,423.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE477A01020,583,CANFINHOME,CAN FIN HOMES LTD,787.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE739E01017,15039,CERA,CERA SANITARYWARE LTD,6787,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INF205K01361,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,8781.5,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE04I401011,9683,KPITTECH,KPIT TECHNOLOGIES LIMITED,1274.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE061F01013,14592,FORTIS,FORTIS HEALTHCARE LTD,823.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE521J01018,20086,CPCAP,CP CAPITAL LIMITED,168.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1DI2,10876,HDFCSILVER,HDFCAMC - HDFCSILVER,112.27,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE484I01029,12603,PRECAM,PRECISION CAMSHAFTS LTD.,195.95,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE010V01017,18564,LTTS,L&T TECHNOLOGY SER. LTD.,4312.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE696F01016,22824,JUNIPER,JUNIPER HOTELS LIMITED,321,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE473D01015,18944,KINGFA,KINGFA SCI & TEC IND LTD.,3670.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE498B01024,11813,SHOPERSTOP,SHOPPERS STOP LIMITED,541.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE263A01024,383,BEL,BHARAT ELECTRONICS LTD,400.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE488V01015,20877,PSPPROJECT,PSP PROJECTS LIMITED,826.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE120A01034,595,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,977.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE020B01018,15355,RECLTD,REC LIMITED,400,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE685A01028,3518,TORNTPHARM,TORRENT PHARMACEUTICALS L,3553.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LEX01011,16711,SAHANA,SAHANA SYSTEM LIMITED,1325.8,,,0.05,125,EQUITY,,NSE_EQ
NSE_EQ|INE127B01011,8568,HITECHGEAR,THE HI-TECH GEARS LIMITED,688.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE682M01012,18553,JLHL,JUPITER LIFE LINE HOSP L,1466.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE647A01010,3273,SRF,SRF LTD,3193,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE491A01021,5701,CUB,CITY UNION BANK LTD,213.99,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE517F01014,19731,GPPL,GUJARAT PIPAVAV PORT LTD,161.31,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE133Y01011,436,IFGLEXPOR,IFGL REFRACTORIES LIMITED,261.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE243D01012,14567,BFUTILITIE,BF UTILITIES LIMITED,801.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE268B01013,7885,KREBSBIO,KREBS BIOCHEMICALS & IND,80.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1FB2,14233,HDFCSML250,HDFCAMC - HDFCSML250,179.59,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE142Q01026,13218,SULA,SULA VINEYARDS LIMITED,302.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1EZ4,14230,HDFCBSE500,HDFCAMC - HDFCBSE500,38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE08KP01019,11039,DCMNVL,DCM NOUVELLE LIMITED,192.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE851I01011,19113,UDS,UPDATER SERVICES LIMITED,283.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE583B01015,2988,SANDESH,SANDESH LTD,1174.1,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE717W01049,20303,GANDHAR,GANDHAR OIL REFINE IND L,168.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE386D01027,4656,SBCL,SHIVALIK BIMETAL CON. LTD,554.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1DL6,11255,HDFCQUAL,HDFCAMC - HDFCQUAL,57.66,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1DJ0,11241,HDFCGROWTH,HDFCAMC - HDFCGROWTH,119.96,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1DK8,11260,HDFCVALUE,HDFCAMC - HDFCVALUE,134.33,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE618L01018,445,5PAISA,5PAISA CAPITAL LIMITED,392.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE860A01027,7229,HCLTECH,HCL TECHNOLOGIES LTD,1529.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE310A01015,2421,NILKAMAL,NILKAMAL LIMITED,1767.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0JS101016,10862,DREAMFOLKS,DREAMFOLKS SERVICES LTD,142.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0BS701011,25049,PREMIERENE,PREMIER ENERGIES LIMITED,1089.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE00H001014,27066,SWIGGY,SWIGGY LIMITED,418.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE178A01016,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,777.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE457A01014,11377,MAHABANK,BANK OF MAHARASHTRA,56.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0KNT01012,19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,221.32,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE086A01029,928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,114,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE575C01027,5606,INTLCONV,INTL CONVEYORS LIMITED,93.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE296C01020,8159,FIBERWEB,FIBERWEB INDIA LIMITED,49.84,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE859Q01017,7420,MANAKALUCO,MANAK ALUMINIUM CO. LTD.,33.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE471W01019,21383,PALASHSECU,PALASH SECURITIES LTD,127.85,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE037A01022,11293,UNIENTER,UNIPHOS ENTERPRISES LTD,162.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE683A01023,5948,SOUTHBANK,THE SOUTH INDIAN BANK LTD,29.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE730A01022,10159,ORICONENT,ORICON ENTERPRISES LTD,45.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE891D01026,14255,REDINGTON,REDINGTON LIMITED,311.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE671H01015,13826,SOBHA,SOBHA LIMITED,1653.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0O7R01011,14506,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,238,,,0.05,400,EQUITY,,NSE_EQ
NSE_EQ|INE015D01022,15199,MANAKSIA,MANAKSIA LTD.,83.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE076B01028,14096,SIYSIL,SIYARAM SILK MILLS LTD,707.2,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE978G01016,11938,SPLIL,SPL INDUSTRIES LIMITED,41.18,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0H5O01029,5366,WINDLAS,WINDLAS BIOTECH LIMITED,927.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE419A01022,11647,KOTARISUG,KOTHARI SUG & CHEM LTD.,36.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1IA8,12101,HDFCNIFIT,HDFCAMC - HDFCNIFIT,38.78,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HZ7,12108,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,28.4,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HX2,11593,HDFCSENSEX,HDFCAMC - HDFCSENSEX,92.89,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HY0,22433,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,58.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HV6,11538,HDFCMOMENT,HDFCAMC - HDFCMOMENT,31.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE278Y01022,9362,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,288.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HW4,22595,HDFCPSUBK,HDFCAMC HDFCPSUBK,71.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE03DD01011,24145,RETAIL,JHS SVENDGAARD RETAIL V L,36.06,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HT0,14236,HDFCMID150,HDFCAMC - HDFCMID150,22.12,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HU8,11547,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,20.44,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE458B01036,20776,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,106.4,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HR4,10633,HDFCNIF100,HDFCAMC - HDFCNIF100,26.5,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1HS2,10619,HDFCNEXT50,HDFCAMC - HDFCNEXT50,69.37,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE413G01022,9219,TPLPLASTEH,TPL PLASTECH LIMITED,79.16,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE274Y01021,29624,AJAXENGG,AJAX ENGINEERING LIMITED,691.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE155C01010,17256,ALBERTDAVD,ALBERT DAVID LIMITED,913.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE171A01029,1023,FEDERALBNK,FEDERAL BANK LTD,212.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF846KA1119,30155,AXISVALUE,AXISAMC - AXISVALUE,28.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE976G01028,18391,RBLBANK,RBL BANK LIMITED,258.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE127T01021,27079,KPEL,K.P. ENERGY LIMITED,529.95,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE600Y01019,10417,DYCL,DYNAMIC CABLES LIMITED,444.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN9175A01010,25684,JISLDVREQS,JAIN DVR EQUITY SHARES,31.56,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE262H01021,18365,PERSISTENT,PERSISTENT SYSTEMS LTD,5605.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE084A01016,4745,BANKINDIA,BANK OF INDIA,113.23,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE942C01045,29731,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,376.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE00IN01015,2107,STOVEKRAFT,STOVE KRAFT LIMITED,603.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE939X01013,25597,MANBA,MANBA FINANCE LIMITED,138.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE775A01035,4204,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,98.83,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE217B01036,1808,KAJARIACER,KAJARIA CERAMICS LTD,1214.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE878B01027,13310,KEI,KEI INDUSTRIES LTD.,3970.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE231F01020,11983,SASKEN,SASKEN TECHNOLOGIES LTD,1480.8,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE0CG401037,22980,MUKKA,MUKKA PROTEINS LIMITED,29.36,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE599M01018,29962,JUSTDIAL,JUSTDIAL LTD.,864.85,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE02WG01024,7835,WEL,WONDER ELECTRICALS LTD,170.58,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE01P501012,8477,XELPMOC,XELPMOC DESIGN & TECH LTD,91.03,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE483B01026,11987,ICIL,INDO COUNT INDUSTRIES LTD,296.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INF200KA1FS1,10176,SETFNIF50,SBI-ETF NIFTY 50,268.2,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE325A01013,14198,TIMKEN,TIMKEN INDIA LTD.,3533.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE105J01010,16725,RPGLIFE,RPG LIFE SCIENCES LTD,2494.3,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE559N01010,18119,SRGHFL,SRG HOUSING FINANCE L,314.1,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE741K01010,4421,CREDITACC,CREDITACCESS GRAMEEN LTD,1354.9,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE646H01017,22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,321.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE018E01016,17971,SBICARD,SBI CARDS & PAY SER LTD,895.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE0LXG01040,24777,OLAELEC,OLA ELECTRIC MOBILITY LTD,43.05,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE776C01039,13528,GMRAIRPORT,GMR AIRPORTS LIMITED,91.38,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE417T01026,6656,POLICYBZR,PB FINTECH LIMITED,1820.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE068V01023,1186,GLAND,GLAND PHARMA LIMITED,2038,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE937A01023,3321,SPMLINFRA,SPML INFRA LIMITED,290.72,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF200KA1JT1,17395,SETF10GILT,SBIAMC - SETF10GILT,258.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE274G01010,15384,DHANI,DHANI SERVICES LIMITED,64.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE115Q01022,28125,IKS,INVENTURUS KNOWLEDGE SO L,1604.6,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE602A01031,2649,PCBL,PCBL CHEMICAL LIMITED,406.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE099F01013,31837,SREEL,SREELEATHERS LIMITED,244.35,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE250A01039,19025,KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,4466.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE405C01035,11596,LINCOLN,LINCOLN PHARMA LTD,550.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE011E01029,23611,BALUFORGE,BALU FORGE INDUSTRIES LTD,653,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE879I01012,18128,DBREALTY,VALOR ESTATE LIMITED,193.8,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE415G01027,9552,RVNL,RAIL VIKAS NIGAM LIMITED,373.7,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE05AN01011,15883,HINDWAREAP,HINDWARE HME INOVATON LTD,263.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE718F01018,10350,CSLFINANCE,CSL FINANCE LIMITED,327.25,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE345H01024,756015,CIFL,CAPITAL INDIA FINANCE LTD,37.92,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0U4101014,757520,BLUSPRING,BLUSPRING ENTERPRISES LTD,88.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE539B01017,15304,VIRINCHI,VIRINCHI LIMITED,29.17,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0FHS01024,3292,DEEPINDS,DEEP INDUSTRIES LIMITED,474.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE791I01019,15184,BRIGADE,BRIGADE ENTER. LTD,1049.4,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE148A01019,5235,TNPETRO,TAMILNADU PETROPRODUCTS L,107,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF1J2R01064,757096,AONENIFTY,AONEAMC - AONENIFTY,10.28,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF1J2R01056,30472,AONELIQUID,AONEAMC - AONELIQUID,1017.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE071F01012,20457,APCL,ANJANI PORTLAND CEM LTD,151.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE835B01035,17625,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,156.35,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE821I01022,15313,IRB,IRB INFRA DEV LTD.,48.6,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE221B01012,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,7187.5,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE139I01011,15073,BVCL,BARAK VALLEY CEM. LTD.,46.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE041A01016,857,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,145.81,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE060A01024,2385,NAVNETEDUL,NAVNEET EDUCATION LTD,153.01,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE070I01018,14657,INSECTICID,INSECTICIDES (I) LTD,990.65,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE854B01010,2331,JAYNECOIND,JAYASWAL NECO INDUSTR LTD,42.98,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE323A01026,2181,BOSCHLTD,BOSCH LIMITED,37980,,,5,1,EQUITY,,NSE_EQ
NSE_EQ|INF1J2R01015,29975,AONETOTAL,AONEAMC - AONETOTAL,11.82,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE970D01010,10605,LOYALTEX,LOYAL TEXTILE MILLS LTD,348.6,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE988S01028,22649,PARKHOTELS,PARKHOTELS,155.97,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE040D01038,28906,MAYURUNIQ,MAYUR UNIQUOTERS LTD,604.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE206B01013,3821,ZODIACLOTH,ZODIAC CLOTHING CO. LTD.,107.94,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE973A01010,11619,GOLDENTOBC,GOLDEN TOBACCO LIMITED,35.3,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE692Z01013,25855,AFFORDABLE,AFFORD ROBO & AUTO LTD,435.55,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE320J01015,3761,RITES,RITES LIMITED,273.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE495S01016,18679,HPL,HPL ELECTRIC & POWER LTD,582.45,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE284S01014,6643,SJS,SJS ENTERPRISES LIMITED,1267.2,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE289A01011,13109,NAHARINDUS,NAHAR INDS ENT LTD,127.51,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE254N01026,12173,HNDFDS,HINDUSTAN FOODS LIMITED,562.05,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE07OG01012,22255,NDRAUTO,NDR AUTO COMPONENTS LTD,1110.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE393A01011,7909,DELTAMAGNT,DELTA MANUFACTURING LTD,93.69,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE926X01010,1672,HGINFRA,H.G.INFRA ENGINEERING LTD,1084.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE182A01018,2643,PFIZER,PFIZER LTD,5291,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE217G01035,3553,EQUIPPP,EQUIPPP SOC IMP TECH LTD,19.49,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE132H01018,12022,AURIONPRO,AURIONPRO SOLN LTD,1451.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF200KA1580,7361,SETFNIFBK,SBI-ETF NIFTY BANK,584.39,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF200KA1598,7353,SETFNN50,SBI-ETF NIFTY NEXT 50,723.02,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE548C01032,13517,EMAMILTD,EMAMI LIMITED,580.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE999K01014,20110,GREENPOWER,ORIENT GREEN POWER CO LTD,14.52,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1981,19543,HDFCGOLD,HDFC GOLD ETF,86.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE0NR701018,16133,KRISHCA,KRISHCA STRAPPING SLTN L,262.45,,,0.05,500,EQUITY,,NSE_EQ
NSE_EQ|INF179KC1965,11591,HDFCNIFTY,HDFCAMC - HDFCNIFTY,281.11,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE634A01018,3138,HONDAPOWER,HONDA I POWER PRODUCT LTD,2927.5,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INE214T01019,17818,LTIM,LTIMINDTREE LIMITED,5298,,,0.5,1,EQUITY,,NSE_EQ
NSE_EQ|INE176B01034,9819,HAVELLS,HAVELLS INDIA LIMITED,1572.7,,,0.1,1,EQUITY,,NSE_EQ
NSE_EQ|INF457M01133,2328,CPSEETF,CPSE ETF,93.47,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE364Z01019,1480,REPL,RUDRABHISHEK ENTERP LTD,179.41,,,0.01,1,EQUITY,,NSE_EQ
